CO_MUNICIPIO,NO_MUNICIPIO,SG_UF,MES_REFERENCIA,QT_FAMILIAS_POBREZA_FAIXA_PBF,QT_FAMILIAS_ATE_MEIO_SM,QT_FAMILIAS_ACIMA_MEIO_SM
292205,MULUNGU DO MORRO,BA,08/2026,3152,3590,1069
292210,MUNDO NOVO,BA,08/2026,5240,5859,1788
292220,MUNIZ FERREIRA,BA,08/2026,1613,1967,705
292225,MUQUÉM DO SÃO FRANCISCO,BA,08/2026,2814,3321,1040
292230,MURITIBA,BA,08/2026,5771,7147,2688
292240,MUTUÍPE,BA,08/2026,3633,4856,1749
292250,NAZARÉ,BA,08/2026,4620,6065,2143
292260,NILO PEÇANHA,BA,08/2026,2717,3295,895
292265,NORDESTINA,BA,08/2026,2830,3508,1093
292270,NOVA CANAÃ,BA,08/2026,3027,3736,1691
292273,NOVA FÁTIMA,BA,08/2026,1823,2290,980
292275,NOVA IBIÁ,BA,08/2026,1112,1485,631
292280,NOVA ITARANA,BA,08/2026,2115,2422,797
292285,NOVA REDENÇÃO,BA,08/2026,1819,2156,937
292290,NOVA SOURE,BA,08/2026,5264,6412,2313
292300,NOVA VIÇOSA,BA,08/2026,5264,7732,4479
292303,NOVO HORIZONTE,BA,08/2026,2378,2929,1206
292305,NOVO TRIUNFO,BA,08/2026,1929,2288,649
292310,OLINDINA,BA,08/2026,5186,6228,2023
292320,OLIVEIRA DOS BREJINHOS,BA,08/2026,4048,5187,2466
292330,OURIÇANGAS,BA,08/2026,1711,2045,761
292335,OUROLÂNDIA,BA,08/2026,4024,4747,1616
292340,PALMAS DE MONTE ALTO,BA,08/2026,3420,4725,2853
292350,PALMEIRAS,BA,08/2026,2296,2733,834
292360,PARAMIRIM,BA,08/2026,3370,4428,1729
292370,PARATINGA,BA,08/2026,8396,9416,2275
292380,PARIPIRANGA,BA,08/2026,5000,6311,1985
292390,PAU BRASIL,BA,08/2026,3728,4080,1494
292400,PAULO AFONSO,BA,08/2026,16112,21550,9566
292405,PÉ DE SERRA,BA,08/2026,3528,4131,1610
292410,PEDRÃO,BA,08/2026,1587,1847,650
292420,PEDRO ALEXANDRE,BA,08/2026,4431,4934,1489
292430,PIATÃ,BA,08/2026,2662,3774,2295
292440,PILÃO ARCADO,BA,08/2026,8491,9774,2110
292450,PINDAÍ,BA,08/2026,2285,3101,1987
292460,PINDOBAÇU,BA,08/2026,5190,6040,2096
292465,PINTADAS,BA,08/2026,1676,2268,910
292467,PIRAÍ DO NORTE,BA,08/2026,1659,2021,528
292470,PIRIPÁ,BA,08/2026,1429,1994,1149
292480,PIRITIBA,BA,08/2026,4730,5379,1518
292490,PLANALTINO,BA,08/2026,1314,1746,1184
292500,PLANALTO,BA,08/2026,4465,5833,3273
292510,POÇÕES,BA,08/2026,8746,11523,5993
292520,POJUCA,BA,08/2026,5191,6600,2789
292525,PONTO NOVO,BA,08/2026,5220,5872,1868
292530,PORTO SEGURO,BA,08/2026,20551,31549,16065
292540,POTIRAGUÁ,BA,08/2026,2261,2583,723
292550,PRADO,BA,08/2026,4256,6759,3887
292560,PRESIDENTE DUTRA,BA,08/2026,3417,4112,1616
292570,PRESIDENTE JÂNIO QUADROS,BA,08/2026,2270,2929,1304
292575,PRESIDENTE TANCREDO NEVES,BA,08/2026,6037,7213,1378
292580,QUEIMADAS,BA,08/2026,5954,7054,2186
292590,QUIJINGUE,BA,08/2026,5331,6526,2485
292593,QUIXABEIRA,BA,08/2026,1725,2263,1474
292595,RAFAEL JAMBEIRO,BA,08/2026,4479,5315,1993
292600,REMANSO,BA,08/2026,7851,9923,3994
292610,RETIROLÂNDIA,BA,08/2026,3396,4066,1421
292620,RIACHÃO DAS NEVES,BA,08/2026,4522,5545,2212
292630,RIACHÃO DO JACUÍPE,BA,08/2026,6040,7851,3704
292640,RIACHO DE SANTANA,BA,08/2026,4788,6789,3206
292650,RIBEIRA DO AMPARO,BA,08/2026,3150,3704,1111
292660,RIBEIRA DO POMBAL,BA,08/2026,7879,10456,3069
292665,RIBEIRÃO DO LARGO,BA,08/2026,1765,2158,928
292670,RIO DE CONTAS,BA,08/2026,1909,2636,1244
292680,RIO DO ANTÔNIO,BA,08/2026,2606,3264,1543
292690,RIO DO PIRES,BA,08/2026,1056,1600,1088
292700,RIO REAL,BA,08/2026,6421,8543,4315
292710,RODELAS,BA,08/2026,4043,4237,536
292720,RUY BARBOSA,BA,08/2026,5586,7147,3123
292730,SALINAS DA MARGARIDA,BA,08/2026,5286,5965,1524
292740,SALVADOR,BA,08/2026,304614,411758,190978
292750,SANTA BÁRBARA,BA,08/2026,5412,6502,2474
292760,SANTA BRÍGIDA,BA,08/2026,2759,3564,1339
292770,SANTA CRUZ CABRÁLIA,BA,08/2026,5276,7013,3269
292780,SANTA CRUZ DA VITÓRIA,BA,08/2026,1179,1455,827
292790,SANTA INÊS,BA,08/2026,2135,2654,1324
292800,SANTALUZ,BA,08/2026,8297,10473,3912
292805,SANTA LUZIA,BA,08/2026,2277,2891,1147
292810,SANTA MARIA DA VITÓRIA,BA,08/2026,7885,9941,4657
292820,SANTANA,BA,08/2026,3696,5080,2635
292830,SANTANÓPOLIS,BA,08/2026,2261,2717,826
292840,SANTA RITA DE CÁSSIA,BA,08/2026,7787,8845,2887
292850,SANTA TEREZINHA,BA,08/2026,1762,2357,936
292860,SANTO AMARO,BA,08/2026,14010,16251,5815
292870,SANTO ANTÔNIO DE JESUS,BA,08/2026,12673,18636,9049
292880,SANTO ESTÊVÃO,BA,08/2026,7891,10784,4522
292890,SÃO DESIDÉRIO,BA,08/2026,5473,6944,2496
292895,SÃO DOMINGOS,BA,08/2026,2092,2503,1042
292900,SÃO FÉLIX,BA,08/2026,1954,2591,911
292905,SÃO FÉLIX DO CORIBE,BA,08/2026,2894,3661,1908
292910,SÃO FELIPE,BA,08/2026,4688,5635,1926
292920,SÃO FRANCISCO DO CONDE,BA,08/2026,8242,9761,3273
292925,SÃO GABRIEL,BA,08/2026,3396,4472,1945
292930,SÃO GONÇALO DOS CAMPOS,BA,08/2026,4170,6435,3092
292935,SÃO JOSÉ DA VITÓRIA,BA,08/2026,1565,1939,877
292937,SÃO JOSÉ DO JACUÍPE,BA,08/2026,1866,2456,910
292940,SÃO MIGUEL DAS MATAS,BA,08/2026,1960,2456,1026
292950,SÃO SEBASTIÃO DO PASSÉ,BA,08/2026,5173,6996,3595
292960,SAPEAÇU,BA,08/2026,3856,4756,2089
292970,SÁTIRO DIAS,BA,08/2026,3131,3929,1205
292975,SAUBARA,BA,08/2026,3203,3851,1225
292980,SAÚDE,BA,08/2026,3108,3442,1105
292990,SEABRA,BA,08/2026,7496,10179,4090
293000,SEBASTIÃO LARANJEIRAS,BA,08/2026,1442,1889,799
293010,SENHOR DO BONFIM,BA,08/2026,13974,17508,8187
293015,SERRA DO RAMALHO,BA,08/2026,5399,7371,3342
293020,SENTO SÉ,BA,08/2026,8670,10178,2501
293030,SERRA DOURADA,BA,08/2026,2728,3810,1899
293040,SERRA PRETA,BA,08/2026,2936,3648,1968
293050,SERRINHA,BA,08/2026,18002,22044,8180
293060,SERROLÂNDIA,BA,08/2026,2534,3217,1530
293070,SIMÕES FILHO,BA,08/2026,20953,26906,11466
293075,SÍTIO DO MATO,BA,08/2026,2999,3490,903
293076,SÍTIO DO QUINTO,BA,08/2026,2807,3357,844
293077,SOBRADINHO,BA,08/2026,3747,5271,2554
293080,SOUTO SOARES,BA,08/2026,3178,3944,1326
293090,TABOCAS DO BREJO VELHO,BA,08/2026,1739,2414,1322
293100,TANHAÇU,BA,08/2026,3639,4819,2289
293105,TANQUE NOVO,BA,08/2026,2940,3954,1372
293110,TANQUINHO,BA,08/2026,1575,1971,728
293120,TAPEROÁ,BA,08/2026,3972,4716,1186
293130,TAPIRAMUTÁ,BA,08/2026,3231,3662,1082
293135,TEIXEIRA DE FREITAS,BA,08/2026,12595,22429,17263
293140,TEODORO SAMPAIO,BA,08/2026,1941,2263,900
293150,TEOFILÂNDIA,BA,08/2026,3482,4516,2291
293160,TEOLÂNDIA,BA,08/2026,2755,3207,809
293170,TERRA NOVA,BA,08/2026,3791,4307,1811
293180,TREMEDAL,BA,08/2026,3291,4075,1729
293190,TUCANO,BA,08/2026,15078,17048,4489
293200,UAUÁ,BA,08/2026,6482,7708,3409
293210,UBAÍRA,BA,08/2026,3886,4826,1881
293220,UBAITABA,BA,08/2026,3587,4666,2508
293230,UBATÃ,BA,08/2026,2895,3597,2150
293240,UIBAÍ,BA,08/2026,3112,3902,1537
293245,UMBURANAS,BA,08/2026,3200,3770,1236
293250,UNA,BA,08/2026,3073,4212,2417
293260,URANDI,BA,08/2026,2951,3888,1678
293270,URUÇUCA,BA,08/2026,4951,5809,2379
293280,UTINGA,BA,08/2026,4243,4785,1517
293290,VALENÇA,BA,08/2026,13250,17695,6256
293300,VALENTE,BA,08/2026,4815,6094,2522
293305,VÁRZEA DA ROÇA,BA,08/2026,2908,3583,1983
293310,VÁRZEA DO POÇO,BA,08/2026,1833,2193,810
293315,VÁRZEA NOVA,BA,08/2026,3423,3966,1478
293317,VARZEDO,BA,08/2026,1900,2365,752
293320,VERA CRUZ,BA,08/2026,12750,14468,4808
293325,VEREDA,BA,08/2026,1052,1455,773
293330,VITÓRIA DA CONQUISTA,BA,08/2026,45042,67763,38137
293340,WAGNER,BA,08/2026,1468,1906,912
293345,WANDERLEY,BA,08/2026,1966,2971,1360
293350,WENCESLAU GUIMARÃES,BA,08/2026,4685,5595,1621
293360,XIQUE-XIQUE,BA,08/2026,11799,13416,4239
230010,ABAIARA,CE,08/2026,1828,2371,1109
230015,ACARAPE,CE,08/2026,2589,3614,1105
230020,ACARAÚ,CE,08/2026,13253,16065,3614
230030,ACOPIARA,CE,08/2026,8755,10821,4590
230040,AIUABA,CE,08/2026,2979,3732,1540
230050,ALCÂNTARAS,CE,08/2026,1217,1954,945
230060,ALTANEIRA,CE,08/2026,1548,2011,1113
230070,ALTO SANTO,CE,08/2026,2508,3401,2006
230075,AMONTADA,CE,08/2026,8016,10361,2775
230080,ANTONINA DO NORTE,CE,08/2026,1920,2283,899
230090,APUIARÉS,CE,08/2026,2726,3309,899
230100,AQUIRAZ,CE,08/2026,13905,19431,6360
230110,ARACATI,CE,08/2026,8284,13661,5264
230120,ARACOIABA,CE,08/2026,4353,6190,2943
230125,ARARENDÁ,CE,08/2026,1913,2649,1026
230130,ARARIPE,CE,08/2026,4043,5264,2351
230140,ARATUBA,CE,08/2026,2005,2780,1252
230150,ARNEIROZ,CE,08/2026,901,1334,491
230160,ASSARÉ,CE,08/2026,4281,5544,2365
230170,AURORA,CE,08/2026,3761,5151,2787
230180,BAIXIO,CE,08/2026,1031,1342,695
230185,BANABUIÚ,CE,08/2026,3078,4132,1673
230190,BARBALHA,CE,08/2026,7970,12692,7345
230195,BARREIRA,CE,08/2026,4026,5404,1489
230200,BARRO,CE,08/2026,3485,4536,2453
230205,BARROQUINHA,CE,08/2026,3525,4426,1328
230210,BATURITÉ,CE,08/2026,6538,8556,2387
230220,BEBERIBE,CE,08/2026,10350,13279,3859
230230,BELA CRUZ,CE,08/2026,5124,6611,1603
230240,BOA VIAGEM,CE,08/2026,8313,11067,4988
230250,BREJO SANTO,CE,08/2026,6718,9608,2739
230260,CAMOCIM,CE,08/2026,10387,14427,4394
230270,CAMPOS SALES,CE,08/2026,3836,5674,3195
230280,CANINDÉ,CE,08/2026,15203,18960,6373
230290,CAPISTRANO,CE,08/2026,3321,4272,1417
230300,CARIDADE,CE,08/2026,3903,4707,1456
230310,CARIRÉ,CE,08/2026,2682,3785,1996
230320,CARIRIAÇU,CE,08/2026,5212,6984,2758
230330,CARIÚS,CE,08/2026,3096,3911,1937
230340,CARNAUBAL,CE,08/2026,2484,3594,1359
230350,CASCAVEL,CE,08/2026,11825,16398,5427
230360,CATARINA,CE,08/2026,1873,2445,1265
230365,CATUNDA,CE,08/2026,2616,2986,849
230370,CAUCAIA,CE,08/2026,58829,78062,26648
230380,CEDRO,CE,08/2026,3829,5090,2360
230390,CHAVAL,CE,08/2026,2192,3031,909
230393,CHORÓ,CE,08/2026,2225,2926,1459
230395,CHOROZINHO,CE,08/2026,3537,4860,1796
230400,COREAÚ,CE,08/2026,4027,5379,1949
230410,CRATEÚS,CE,08/2026,9333,13152,5919
230420,CRATO,CE,08/2026,18317,27078,14595
230423,CROATÁ,CE,08/2026,3103,4184,1586
230425,CRUZ,CE,08/2026,5334,6939,1435
230426,DEPUTADO IRAPUAN PINHEIRO,CE,08/2026,1503,2004,1432
230427,ERERÊ,CE,08/2026,1007,1374,977
230428,EUSÉBIO,CE,08/2026,6336,9433,3082
230430,FARIAS BRITO,CE,08/2026,2901,3935,2076
230435,FORQUILHA,CE,08/2026,2888,4532,2799
230440,FORTALEZA,CE,08/2026,305225,422238,167448
230445,FORTIM,CE,08/2026,2704,3623,1142
230450,FRECHEIRINHA,CE,08/2026,2436,3475,1458
230460,GENERAL SAMPAIO,CE,08/2026,1595,1966,617
230465,GRAÇA,CE,08/2026,2818,3599,1676
230470,GRANJA,CE,08/2026,8452,11776,2865
230480,GRANJEIRO,CE,08/2026,1022,1372,698
230490,GROAÍRAS,CE,08/2026,1446,2202,1219
230495,GUAIÚBA,CE,08/2026,3685,5099,2248
230500,GUARACIABA DO NORTE,CE,08/2026,7664,9797,3225
230510,GUARAMIRANGA,CE,08/2026,1057,1423,692
230520,HIDROLÂNDIA,CE,08/2026,3685,4626,1485
230523,HORIZONTE,CE,08/2026,6357,14267,10333
230526,IBARETAMA,CE,08/2026,2758,3443,1539
230530,IBIAPINA,CE,08/2026,3667,4956,1754
230533,IBICUITINGA,CE,08/2026,3166,3780,1989
230535,ICAPUÍ,CE,08/2026,2783,4204,1278
230540,ICÓ,CE,08/2026,11214,14062,4517
230550,IGUATU,CE,08/2026,14224,19755,9456
230560,INDEPENDÊNCIA,CE,08/2026,5365,6235,2937
230565,IPAPORANGA,CE,08/2026,1872,2602,883
230570,IPAUMIRIM,CE,08/2026,2314,2847,1244
230580,IPU,CE,08/2026,10214,11880,3828
230590,IPUEIRAS,CE,08/2026,6822,8822,3734
230600,IRACEMA,CE,08/2026,2054,2932,1389
230610,IRAUÇUBA,CE,08/2026,4967,6339,1890
230620,ITAIÇABA,CE,08/2026,1148,1656,941
230625,ITAITINGA,CE,08/2026,7560,11756,3850
230630,ITAPAJÉ,CE,08/2026,8033,11026,3330
230640,ITAPIPOCA,CE,08/2026,18854,25724,7288
230650,ITAPIÚNA,CE,08/2026,3657,4641,1776
230655,ITAREMA,CE,08/2026,9000,10941,2031
230660,ITATIRA,CE,08/2026,4286,5569,1951
230670,JAGUARETAMA,CE,08/2026,3366,4223,2467
230680,JAGUARIBARA,CE,08/2026,1720,2373,1306
230690,JAGUARIBE,CE,08/2026,3834,5681,2607
230700,JAGUARUANA,CE,08/2026,6468,8440,4057
230710,JARDIM,CE,08/2026,4994,6498,2166
230720,JATI,CE,08/2026,1068,1576,679
230725,JIJOCA DE JERICOACOARA,CE,08/2026,3864,5653,1639
230730,JUAZEIRO DO NORTE,CE,08/2026,31342,51501,26283
230740,JUCÁS,CE,08/2026,3928,5361,2469
230750,LAVRAS DA MANGABEIRA,CE,08/2026,5251,6584,3364
230760,LIMOEIRO DO NORTE,CE,08/2026,8166,11232,4891
230763,MADALENA,CE,08/2026,2931,3965,1511
230765,MARACANAÚ,CE,08/2026,30002,44175,16978
230770,MARANGUAPE,CE,08/2026,17852,23621,9959
230780,MARCO,CE,08/2026,4934,6943,1731
230790,MARTINÓPOLE,CE,08/2026,2635,3303,744
230800,MASSAPÊ,CE,08/2026,6229,8720,2701
230810,MAURITI,CE,08/2026,7566,9965,3788
230820,MERUOCA,CE,08/2026,2084,3153,1389
230830,MILAGRES,CE,08/2026,4620,6052,2489
230835,MILHÃ,CE,08/2026,2481,3038,1558
230837,MIRAÍMA,CE,08/2026,3329,3923,1318
230840,MISSÃO VELHA,CE,08/2026,7114,9077,3002
230850,MOMBAÇA,CE,08/2026,7317,9460,3044
230860,MONSENHOR TABOSA,CE,08/2026,4280,4992,2692
230870,MORADA NOVA,CE,08/2026,11348,14315,6123
230880,MORAÚJO,CE,08/2026,1414,1947,601
230890,MORRINHOS,CE,08/2026,3372,4739,1004
230900,MUCAMBO,CE,08/2026,2076,2994,1515
230910,MULUNGU,CE,08/2026,2308,2754,858
230920,NOVA OLINDA,CE,08/2026,2653,3692,2112
230930,NOVA RUSSAS,CE,08/2026,4317,6057,2945
230940,NOVO ORIENTE,CE,08/2026,6682,7825,2295
230945,OCARA,CE,08/2026,4491,6081,2061
230950,ORÓS,CE,08/2026,4484,5541,2131
230960,PACAJUS,CE,08/2026,7170,11611,4791
230970,PACATUBA,CE,08/2026,9917,14779,5689
230980,PACOTI,CE,08/2026,2278,2885,1254
230990,PACUJÁ,CE,08/2026,1120,1536,614
231000,PALHANO,CE,08/2026,1871,2458,1438
231010,PALMÁCIA,CE,08/2026,2153,2627,1526
231020,PARACURU,CE,08/2026,6985,9144,2775
231025,PARAIPABA,CE,08/2026,6811,8509,2219
231030,PARAMBU,CE,08/2026,4060,5998,3232
231040,PARAMOTI,CE,08/2026,2602,3122,1094
231050,PEDRA BRANCA,CE,08/2026,8018,9885,4842
231060,PENAFORTE,CE,08/2026,1960,2474,825
231070,PENTECOSTE,CE,08/2026,5709,7583,1816
231080,PEREIRO,CE,08/2026,2168,3109,1520
231085,PINDORETAMA,CE,08/2026,4303,5811,1823
231090,PIQUET CARNEIRO,CE,08/2026,2336,3235,1766
231095,PIRES FERREIRA,CE,08/2026,1369,1858,1008
231100,PORANGA,CE,08/2026,1885,2625,1104
231110,PORTEIRAS,CE,08/2026,2788,3854,1078
231120,POTENGI,CE,08/2026,1911,2509,1108
231123,POTIRETAMA,CE,08/2026,1209,1666,749
231126,QUITERIANÓPOLIS,CE,08/2026,3794,4730,2341
231130,QUIXADÁ,CE,08/2026,17773,22682,9798
231135,QUIXELÔ,CE,08/2026,2845,3723,1404
231140,QUIXERAMOBIM,CE,08/2026,12004,16330,6356
231150,QUIXERÉ,CE,08/2026,2246,4059,2023
231160,REDENÇÃO,CE,08/2026,4501,6407,2256
231170,RERIUTABA,CE,08/2026,2980,4059,1861
231180,RUSSAS,CE,08/2026,9120,13798,6750
231190,SABOEIRO,CE,08/2026,2669,3469,1932
231195,SALITRE,CE,08/2026,3129,4397,1835
231200,SANTANA DO ACARAÚ,CE,08/2026,5995,7310,2501
231210,SANTANA DO CARIRI,CE,08/2026,3568,4451,1909
231220,SANTA QUITÉRIA,CE,08/2026,8584,10834,5125
231230,SÃO BENEDITO,CE,08/2026,6617,9415,2895
231240,SÃO GONÇALO DO AMARANTE,CE,08/2026,8152,11581,4247
231250,SÃO JOÃO DO JAGUARIBE,CE,08/2026,1012,1304,1059
231260,SÃO LUÍS DO CURU,CE,08/2026,2411,3111,1210
231270,SENADOR POMPEU,CE,08/2026,3577,4764,1731
231280,SENADOR SÁ,CE,08/2026,1297,1824,634
231290,SOBRAL,CE,08/2026,21569,33734,12881
231300,SOLONÓPOLE,CE,08/2026,2378,3262,1384
231310,TABULEIRO DO NORTE,CE,08/2026,5027,6753,4244
231320,TAMBORIL,CE,08/2026,3947,5389,2256
231325,TARRAFAS,CE,08/2026,1276,1714,1138
231330,TAUÁ,CE,08/2026,7290,10120,5546
231335,TEJUÇUOCA,CE,08/2026,4001,4900,1339
231340,TIANGUÁ,CE,08/2026,10859,16414,5482
231350,TRAIRI,CE,08/2026,12995,15713,4045
231355,TURURU,CE,08/2026,3537,4457,1760
231360,UBAJARA,CE,08/2026,5789,7722,2877
231370,UMARI,CE,08/2026,1199,1603,668
231375,UMIRIM,CE,08/2026,2958,3980,1247
231380,URUBURETAMA,CE,08/2026,4442,5567,1185
231390,URUOCA,CE,08/2026,2383,3218,940
231395,VARJOTA,CE,08/2026,3087,4128,1499
231400,VÁRZEA ALEGRE,CE,08/2026,7012,9294,3880
231410,VIÇOSA DO CEARÁ,CE,08/2026,12721,15785,5368
530010,BRASÍLIA,DF,08/2026,189459,280687,157407
320010,AFONSO CLÁUDIO,ES,08/2026,1475,3505,2611
320013,ÁGUIA BRANCA,ES,08/2026,749,1316,1021
320016,ÁGUA DOCE DO NORTE,ES,08/2026,1546,2138,1528
320020,ALEGRE,ES,08/2026,2749,4027,2897
320030,ALFREDO CHAVES,ES,08/2026,608,1169,1224
320035,ALTO RIO NOVO,ES,08/2026,1154,1573,787
320040,ANCHIETA,ES,08/2026,2401,3794,2220
320050,APIACÁ,ES,08/2026,850,1307,1203
320060,ARACRUZ,ES,08/2026,6038,10881,9889
320070,ATÍLIO VIVACQUA,ES,08/2026,682,1315,1337
320080,BAIXO GUANDU,ES,08/2026,2292,3748,2858
320090,BARRA DE SÃO FRANCISCO,ES,08/2026,2984,5159,4533
320100,BOA ESPERANÇA,ES,08/2026,1687,2593,1703
320110,BOM JESUS DO NORTE,ES,08/2026,1075,1815,1738
320115,BREJETUBA,ES,08/2026,587,1762,860
320120,CACHOEIRO DE ITAPEMIRIM,ES,08/2026,10446,17340,14607
320130,CARIACICA,ES,08/2026,32693,50522,32845
320140,CASTELO,ES,08/2026,1312,2739,2191
320150,COLATINA,ES,08/2026,4369,10016,10968
320160,CONCEIÇÃO DA BARRA,ES,08/2026,4569,6496,3684
320170,CONCEIÇÃO DO CASTELO,ES,08/2026,776,1385,1020
320180,DIVINO DE SÃO LOURENÇO,ES,08/2026,329,679,406
320190,DOMINGOS MARTINS,ES,08/2026,901,2604,2102
320200,DORES DO RIO PRETO,ES,08/2026,497,1023,703
320210,ECOPORANGA,ES,08/2026,1834,3248,2301
320220,FUNDÃO,ES,08/2026,1697,2760,2393
320225,GOVERNADOR LINDENBERG,ES,08/2026,748,1290,917
320230,GUAÇUÍ,ES,08/2026,2914,4562,3364
320240,GUARAPARI,ES,08/2026,5306,12955,10100
320245,IBATIBA,ES,08/2026,806,2666,2115
320250,IBIRAÇU,ES,08/2026,1127,1772,2273
320255,IBITIRAMA,ES,08/2026,1515,2086,743
320260,ICONHA,ES,08/2026,536,1001,926
320265,IRUPI,ES,08/2026,754,1806,1294
320270,ITAGUAÇU,ES,08/2026,1023,1560,1143
320280,ITAPEMIRIM,ES,08/2026,6039,8239,4637
320290,ITARANA,ES,08/2026,360,818,745
320300,IÚNA,ES,08/2026,1553,3727,2223
320305,JAGUARÉ,ES,08/2026,2799,4701,2932
320310,JERÔNIMO MONTEIRO,ES,08/2026,1015,1590,1374
320313,JOÃO NEIVA,ES,08/2026,688,1445,1763
320316,LARANJA DA TERRA,ES,08/2026,558,1195,881
320320,LINHARES,ES,08/2026,3236,12956,10961
320330,MANTENÓPOLIS,ES,08/2026,1496,2301,1392
320332,MARATAÍZES,ES,08/2026,5415,7699,4299
320334,MARECHAL FLORIANO,ES,08/2026,398,1150,1561
320335,MARILÂNDIA,ES,08/2026,584,1301,1371
320340,MIMOSO DO SUL,ES,08/2026,2929,4279,3414
320350,MONTANHA,ES,08/2026,2349,3580,2781
320360,MUCURICI,ES,08/2026,624,1008,919
320370,MUNIZ FREIRE,ES,08/2026,1519,2505,1474
320380,MUQUI,ES,08/2026,1595,2256,1274
320390,NOVA VENÉCIA,ES,08/2026,3990,6408,4866
320400,PANCAS,ES,08/2026,1507,2415,1667
320405,PEDRO CANÁRIO,ES,08/2026,2520,3896,2828
320410,PINHEIROS,ES,08/2026,2076,3602,2482
320420,PIÚMA,ES,08/2026,2375,3812,2702
320425,PONTO BELO,ES,08/2026,1212,1590,1057
320430,PRESIDENTE KENNEDY,ES,08/2026,1524,2348,1794
320435,RIO BANANAL,ES,08/2026,681,2069,980
320440,RIO NOVO DO SUL,ES,08/2026,605,1031,769
320450,SANTA LEOPOLDINA,ES,08/2026,1100,1679,985
320455,SANTA MARIA DE JETIBÁ,ES,08/2026,1446,3296,2349
320460,SANTA TERESA,ES,08/2026,742,1504,1183
320465,SÃO DOMINGOS DO NORTE,ES,08/2026,761,1316,1033
320470,SÃO GABRIEL DA PALHA,ES,08/2026,1549,3338,2942
320480,SÃO JOSÉ DO CALÇADO,ES,08/2026,1649,2172,1701
320490,SÃO MATEUS,ES,08/2026,9576,17585,15289
320495,SÃO ROQUE DO CANAÃ,ES,08/2026,249,1010,927
320500,SERRA,ES,08/2026,37724,61573,43350
320501,SOORETAMA,ES,08/2026,1347,3109,3069
320503,VARGEM ALTA,ES,08/2026,671,1706,1697
320506,VENDA NOVA DO IMIGRANTE,ES,08/2026,724,1814,1857
320510,VIANA,ES,08/2026,6104,9704,7228
320515,VILA PAVÃO,ES,08/2026,796,1307,839
320517,VILA VALÉRIO,ES,08/2026,1345,2146,1013
320520,VILA VELHA,ES,08/2026,25057,40773,30522
320530,VITÓRIA,ES,08/2026,18582,27766,20136
520005,ABADIA DE GOIÁS,GO,08/2026,2447,4044,1980
520010,ABADIÂNIA,GO,08/2026,1143,2118,1766
520013,ACREÚNA,GO,08/2026,823,2344,2758
520015,ADELÂNDIA,GO,08/2026,143,335,313
520017,ÁGUA FRIA DE GOIÁS,GO,08/2026,549,889,801
520020,ÁGUA LIMPA,GO,08/2026,308,429,283
520025,ÁGUAS LINDAS DE GOIÁS,GO,08/2026,24095,37141,17798
520030,ALEXÂNIA,GO,08/2026,4212,5435,2984
520050,ALOÂNDIA,GO,08/2026,118,242,303
520055,ALTO HORIZONTE,GO,08/2026,629,1010,1119
520060,ALTO PARAÍSO DE GOIÁS,GO,08/2026,1249,1776,1044
520080,ALVORADA DO NORTE,GO,08/2026,740,1469,1064
520082,AMARALINA,GO,08/2026,317,556,572
520085,AMERICANO DO BRASIL,GO,08/2026,469,780,577
520090,AMORINÓPOLIS,GO,08/2026,380,520,509
520110,ANÁPOLIS,GO,08/2026,6902,27740,37489
520120,ANHANGUERA,GO,08/2026,70,129,157
520130,ANICUNS,GO,08/2026,1458,2668,2639
520140,APARECIDA DE GOIÂNIA,GO,08/2026,18842,45768,39234
520145,APARECIDA DO RIO DOCE,GO,08/2026,116,382,388
520150,APORÉ,GO,08/2026,389,571,596
520160,ARAÇU,GO,08/2026,359,622,567
520170,ARAGARÇAS,GO,08/2026,1661,2710,2442
520180,ARAGOIÂNIA,GO,08/2026,1927,2644,1407
520215,ARAGUAPAZ,GO,08/2026,842,1221,939
520235,ARENÓPOLIS,GO,08/2026,325,529,504
520250,ARUANÃ,GO,08/2026,376,1371,1155
520260,AURILÂNDIA,GO,08/2026,197,393,488
520280,AVELINÓPOLIS,GO,08/2026,356,579,476
520310,BALIZA,GO,08/2026,576,803,608
520320,BARRO ALTO,GO,08/2026,884,1439,1606
520330,BELA VISTA DE GOIÁS,GO,08/2026,3003,4256,2509
520340,BOM JARDIM DE GOIÁS,GO,08/2026,894,1406,1324
520350,BOM JESUS DE GOIÁS,GO,08/2026,1424,2376,1998
520355,BONFINÓPOLIS,GO,08/2026,714,1431,1124
520357,BONÓPOLIS,GO,08/2026,482,732,554
520360,BRAZABRANTES,GO,08/2026,324,542,465
520380,BRITÂNIA,GO,08/2026,318,745,1042
520390,BURITI ALEGRE,GO,08/2026,360,845,985
520393,BURITI DE GOIÁS,GO,08/2026,323,529,460
520396,BURITINÓPOLIS,GO,08/2026,547,742,382
520400,CABECEIRAS,GO,08/2026,1024,1405,741
520410,CACHOEIRA ALTA,GO,08/2026,783,1260,1204
520420,CACHOEIRA DE GOIÁS,GO,08/2026,211,287,205
520425,CACHOEIRA DOURADA,GO,08/2026,487,884,1077
520430,CAÇU,GO,08/2026,956,1619,1990
520440,CAIAPÔNIA,GO,08/2026,568,1672,2498
520450,CALDAS NOVAS,GO,08/2026,4909,10220,10390
520455,CALDAZINHA,GO,08/2026,301,618,551
